ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,codeReference
hunz1247-aes,hunz1247,aes,3,aes-shifting,"Hunzib (2316-huz) = Endangered (60 percent certain, based on the evidence available) [Salminen 2007](cldf:salminen:07:2)",569683,
bezh1248-aes,bezh1248,aes,3,aes-shifting,"Bezhta (6025-kap) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
dido1241-aes,dido1241,aes,3,aes-shifting,"Tsez (2211-ddo) = Threatened (20 percent certain, based on the evidence available) [Salminen 2007](cldf:salminen:07:2)",569683,
hinu1240-aes,hinu1240,aes,3,aes-shifting,"Hinukh (2315-gin) = Endangered (20 percent certain, based on the evidence available) [Forker n.d.](cldf:forker:nd)",569683,
khva1239-aes,khva1239,aes,3,aes-shifting,"Khvarshi (2505-khv) = Threatened (60 percent certain, based on the evidence available) [Salminen 2007](cldf:salminen:07:2)",569683,
budu1248-aes,budu1248,aes,3,aes-shifting,"Budukh (1229-bdk) = Threatened (80 percent certain, based on the evidence available) (...[I]t appears that the viability of the Budukh language is low. While Budukh is still spoken in the mountain villages, even there a number of individuals use Azerbaijani in the domain of the home. In the plains communities, where a majority of Budukhs live, Azerbaijani is already the main language of communication; children and young adults are not learning Budukh. In the towns, some Budukh adults may understand the vernacular, but most do not speak the language well.""

""Widespread bilingualism in Azerbaijani is also consistently reported, even among
those who still speak Budukh. Everyone in Buduq village, except for some of the elderly
women, are said to speak Azerbaijani fluently. Alekseev (1994) also reports good
command of Russian among adults from Buduq.) [Clifton et al. 2005](cldf:clifton:m:etal:05)",569683,
kryt1240-aes,kryt1240,aes,3,aes-shifting,"Kryts (2508-kry) = Endangered (80 percent certain, based on the evidence available) (While people of all ages in the mountain villages speak Kryz as their first language, the situation is more varied in the plains villages. In the Ismayıllı villages of Hacıh et emli and Mollaisaqlı, Kryz is the first language of most residents 30 and older. Due to marriages to non-Kryz spouses, however, Azerbaijani has become the language of the home for some of those from 30 to 55. Because of this, some in this group have lost proficiency in Kryz. Among those 18 to 30 years of age, it is claimed that no more than 30%% speak Kryz well. Finally, proficiency among children is low even though 30%% to 40%% come from homes where at least one parent can speak Kryz. These children are more proficient in Azerbaijani than in Kryz.) [Clifton 2009](cldf:clifton:09)",569683,
rutu1240-aes,rutu1240,aes,2,aes-threatened,"Rutul (3046-rut) = Vulnerable (60 percent certain, based on the evidence available) [Salminen 2007](cldf:salminen:07:2)",569683,
tsak1249-aes,tsak1249,aes,2,aes-threatened,"Tsakhur (3034-tkr) = Vulnerable (80 percent certain, based on the evidence available) (Most children are speakers.) [Salminen 2007](cldf:salminen:07:2)",569683,
orow1243-aes,orow1243,aes,5,aes-nearly_extinct,"Orowari (1741-orw) = Critically Endangered (80 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
wari1268-aes,wari1268,aes,3,aes-shifting,"Wari' (1950-pav) = Threatened (20 percent certain, based on the evidence available) [Crevels 2012](cldf:crevels:12:3)",569683,
iban1261-aes,iban1261,aes,2,aes-threatened,"Ibani (7929-iby) = Vulnerable (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
kala1381-aes,kala1381,aes,1,aes-not_endangered,"Kalabari (7936-ijn) = At risk (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
kiri1254-aes,kiri1254,aes,1,aes-not_endangered,"Kirike (7931-okr) = At risk (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
bise1238-aes,bise1238,aes,3,aes-shifting,"Biseni (7935-ije) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
okod1238-aes,okod1238,aes,3,aes-shifting,"Okodia (7933-okd) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
swam1239-aes,swam1239,aes,2,aes-threatened,Swampy Cree (276-csw) = Vulnerable,550905,
nort1552-aes,nort1552,aes,2,aes-threatened,"East Cree (2165-crl) = Vulnerable (80 percent certain, based on the evidence available) (Of a population of about 12,000, all but a small number are speakers.) [Golla et al. 2008](cldf:golla:goddard:etal:08)",569683,
wood1236-aes,wood1236,aes,2,aes-threatened,Woods Cree (275-cwd) = Vulnerable,550905,
moos1236-aes,moos1236,aes,2,aes-threatened,Moose Cree (282-crm) = Vulnerable,550905,
sout2978-aes,sout2978,aes,2,aes-threatened,Southern East Cree (688-crj) = Vulnerable,550905,
mesk1242-aes,mesk1242,aes,4,aes-moribund,"Sauk-Fox (1528-sac) = Severely Endangered (80 percent certain, based on the evidence available) [Golla et al. 2008](cldf:golla:goddard:etal:08)",569683,
kick1244-aes,kick1244,aes,3,aes-shifting,"Kickapoo (4390-kic) = Threatened (20 percent certain, based on the evidence available) [Golla et al. 2008](cldf:golla:goddard:etal:08)",569683,
pota1247-aes,pota1247,aes,5,aes-nearly_extinct,"Potawatomi (121-pot) = Critically Endangered (60 percent certain, based on the evidence available) [Neely 2015](cldf:neely:15)",569683,
pisc1239-aes,pisc1239,aes,6,aes-extinct,Piscataway (psy-psy) = 10 (Extinct).,701778,
nant1249-aes,nant1249,aes,6,aes-extinct,Nanticoke (nnt-nnt) = 9 (Dormant).,701778,
gros1243-aes,gros1243,aes,6,aes-extinct,Gros Ventre (2440-ats) = Awakening [Johansen 2007](cldf:johansen:07),569683,
arap1274-aes,arap1274,aes,4,aes-moribund,"Arapaho (661-arp) = Severely Endangered (100 percent certain, based on the evidence available) (Most speakers are over 50.) [Golla et al. 2008](cldf:golla:goddard:etal:08)",569683,
ling1262-aes,ling1262,aes,1,aes-not_endangered,Lingao (onb-onb) = 6a (Vigorous). Language of recognized nationality: Han.,701778,
qion1238-aes,qion1238,aes,1,aes-not_endangered,Eastern Ong-Be (NOCODE_Eastern-Ong-Be-NOCODE_Eastern-Ong-Be) = 6a (Vigorous).,,
saek1240-aes,saek1240,aes,3,aes-shifting,"Saek (1429-skb) = Threatened (40 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
suii1243-aes,suii1243,aes,1,aes-not_endangered,Sui (swi-swi) = 6a (Vigorous). Language of recognized nationality: Shui.,701778,
naxi1247-aes,naxi1247,aes,2,aes-threatened,Nuoxi Yao (NOCODE_Naxi-Yao-NOCODE_Naxi-Yao) = 6b (Threatened).,,
lian1256-aes,lian1256,aes,2,aes-threatened,Lianmin Yao (NOCODE_Lianmin-Yao-NOCODE_Lianmin-Yao) = 6b (Threatened).,,
sout2741-aes,sout2741,aes,1,aes-not_endangered,"Dong, Southern (kmc-kmc) = 5 (Developing). Language of recognized nationality: Dong.",701778,
lach1248-aes,lach1248,aes,3,aes-shifting,"Lachi (1506-lbt) = Threatened (40 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
whit1266-aes,whit1266,aes,6,aes-extinct,White Lachi (4542-lwh) = Dormant [Edmondson 2008](cldf:edmondson:08:1),569683,
gauu1234-aes,gauu1234,aes,6,aes-extinct,Yiren (NOCODE_Gau-Yiren-NOCODE_Gau-Yiren) = 10 (Extinct),669332,
ennn1243-aes,ennn1243,aes,3,aes-shifting,"En (1437-enc) = Endangered (20 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
emab1235-aes,emab1235,aes,3,aes-shifting,"E'ma Buyang (3157-yzg) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
lang1316-aes,lang1316,aes,4,aes-moribund,"Langnian Buyang (1512-yln) = Severely Endangered (40 percent certain, based on the evidence available) [Bradley 2007](cldf:bradley:07)",569683,
tsoa1238-aes,tsoa1238,aes,3,aes-shifting,"Tshwa (781-hio) = Threatened (20 percent certain, based on the evidence available) [Brenzinger 2011](cldf:brenzinger:11)",569683,
kuaa1238-aes,kuaa1238,aes,3,aes-shifting,Kua (1419-tyu) = Definitely endangered,550905,
naro1249-aes,naro1249,aes,2,aes-threatened,"Naro (590-nhr) = Vulnerable (20 percent certain, based on the evidence available) [Brenzinger 2011](cldf:brenzinger:11)",569683,
kxoe1243-aes,kxoe1243,aes,3,aes-shifting,"Khwe (7452-xuu) = Threatened (20 percent certain, based on the evidence available) (Many Khwe in Bostwana, especially those living in Maun and Khwai, have shifted to Setswana as their first language.) [Brenzinger 2011](cldf:brenzinger:11)",569683,
anii1246-aes,anii1246,aes,3,aes-shifting,"||Ani (597-hnh) = Endangered (20 percent certain, based on the evidence available) [Brenzinger 2011](cldf:brenzinger:11)",569683,
pata1262-aes,pata1262,aes,2,aes-threatened,"Kapong (668-pbc) = Vulnerable (20 percent certain, based on the evidence available) ['bib1902']",569683,
akaw1239-aes,akaw1239,aes,2,aes-threatened,"Kapong (668-ake) = Vulnerable (20 percent certain, based on the evidence available) ['bib1902']",569683,
watu1247-aes,watu1247,aes,2,aes-threatened,Watubela (wah-wah) = 6b (Threatened).,701778,
masi1266-aes,masi1266,aes,2,aes-threatened,Masiwang (bnf-bnf) = 6b (Threatened).,701778,
bobo1254-aes,bobo1254,aes,4,aes-moribund,Bobot (bty-bty) = 8a (Moribund).,701778,
lian1255-aes,lian1255,aes,2,aes-threatened,Liana-Seti (ste-ste) = 6b (Threatened).,701778,
beng1287-aes,beng1287,aes,3,aes-shifting,"Benggoi (1360-bgy) = Endangered (20 percent certain, based on the evidence available) [ed. 2010](cldf:ed:10)",569683,
hoti1237-aes,hoti1237,aes,6,aes-extinct,Hoti (hti-hti) = 10 (Extinct).,701778,
sala1269-aes,sala1269,aes,4,aes-moribund,"Salas (2775-sgu) = Severely Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
west2548-aes,west2548,aes,1,aes-not_endangered,"Damar, West (drn-drn) = 6a (Vigorous).",701778,
teun1241-aes,teun1241,aes,6,aes-extinct,Te’un (tve-tve) = 10 (Extinct).,701778,
sela1259-aes,sela1259,aes,2,aes-threatened,Selaru (slu-slu) = 6b (Threatened).,701778,
selu1242-aes,selu1242,aes,2,aes-threatened,Seluwasan (sws-sws) = 6b (Threatened).,701778,
tiii1241-aes,tiii1241,aes,2,aes-threatened,"Tii (9129-txq) = Vulnerable (20 percent certain, based on the evidence available) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
lole1239-aes,lole1239,aes,2,aes-threatened,"Lole (8451-llg) = Vulnerable (100 percent certain, based on the evidence available) (Used in all domains by speakers of all ages.

Ethnologue (2013) lists the vitality of Lole as: 6a (vigorous).) [Simons; and Fennig 2013](cldf:simons;:fennig:ed:13)",569683,
dela1251-aes,dela1251,aes,2,aes-threatened,"Dela-Oenale (8450-row) = Vulnerable (80 percent certain, based on the evidence available) (Vigorous. All domains. All ages.) [Lewis et al. 2015](cldf:lewis:paul:etal:ed:15)",569683,
iliu1237-aes,iliu1237,aes,2,aes-threatened,Ili’uun (ilu-ilu) = 6b (Threatened).,701778,
waim1252-aes,waim1252,aes,3,aes-shifting,"Waima'a (2485-wmh) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
naue1237-aes,naue1237,aes,3,aes-shifting,"Nauete (2723-nxa) = Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
kair1265-aes,kair1265,aes,3,aes-shifting,"Kairui-Midiki (1812-krd) = Threatened (20 percent certain, based on the evidence available) [ed. 2010](cldf:ed:10)",569683,
habu1241-aes,habu1241,aes,3,aes-shifting,"Habu (1766-hbu) = Threatened (20 percent certain, based on the evidence available) [ed. 2010](cldf:ed:10)",569683,
ngul1236-aes,ngul1236,aes,5,aes-nearly_extinct,Nguluwan (nuw-nuw) = 8b (Nearly extinct).,701778,
yape1248-aes,yape1248,aes,1,aes-not_endangered,Yapese (yap-yap) = 2 (Provincial).,701778,
rotu1241-aes,rotu1241,aes,2,aes-threatened,Rotuman (2626-rtm) = Vulnerable,550905,
muss1246-aes,muss1246,aes,3,aes-shifting,"Mussau-Emira (2277-emi) = Threatened (60 percent certain, based on the evidence available) (The language is under pressure from Tok Pisin, which tends to be preferred by young speakers and children.) [Wurm 2007](cldf:wurm:07:1)",569683,
teni1244-aes,teni1244,aes,4,aes-moribund,"Tenis (2693-tns) = Severely Endangered (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
asss1237-aes,asss1237,aes,5,aes-nearly_extinct,As (asz-asz) = 8b (Nearly extinct),579102,
waig1244-aes,waig1244,aes,3,aes-shifting,Ambel (wgo-wgo) = 7 (Shifting).,701778,
ware1253-aes,ware1253,aes,3,aes-shifting,"Warembori (3322-wsa) = Endangered (60 percent certain, based on the evidence available) (Children under the age of twenty do not display any ability to speak the language at all; as a result of this, the language must be considered at the least highly endangered, though more likely moribund. This loss of transmission must have occurred quite recently; young adults, male and female alike, in their twenties are hesitant but competent in their production of Warembori, and all adults above 30 regularly use the language in all aspects of life, apart from communication to children.) [Donohue 1999](cldf:donohue:99:2)",569683,
yamd1240-aes,yamd1240,aes,2,aes-threatened,Yamdena (jmd-jmd) = 6b (Threatened).,701778,
keii1239-aes,keii1239,aes,1,aes-not_endangered,Kei (kei-kei) = 6a (Vigorous).,701778,
ford1242-aes,ford1242,aes,2,aes-threatened,Fordata (frd-frd) = 6b* (Threatened).,701778,
topo1243-aes,topo1243,aes,4,aes-moribund,Topoiyo (toy-toy) = 8a (Moribund).,701778,
wotu1240-aes,wotu1240,aes,3,aes-shifting,"Wotu (2804-wtw) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
koli1253-aes,koli1253,aes,1,aes-not_endangered,"Subanon, Kolibugan (skn-skn) = 6a (Vigorous).",701778,
west2557-aes,west2557,aes,1,aes-not_endangered,"Subanon, Western (suc-suc) = 5 (Developing).",701778,
lapu1236-aes,lapu1236,aes,2,aes-threatened,"Subanen, Southern (laa-laa) = 6b (Threatened).",701778,
kasi1256-aes,kasi1256,aes,1,aes-not_endangered,Kasiguranin (ksn-ksn) = 6a* (Vigorous).,701778,
nort2883-aes,nort2883,aes,1,aes-not_endangered,"Bikol, Northern Catanduanes (cts-cts) = 6a (Vigorous).",701778,
cebu1242-aes,cebu1242,aes,1,aes-not_endangered,"Cebuano (ceb-ceb) = 3 (Wider communication). Statutory language of provincial identity in Cebu Province, 4 other areas (1991, ACFLC Section 3(f)). Native to the Philippines; used as a lingua franca in Central Visayas and most parts of Mindanao. Second most spoken language in the Philippines. Used in education, newspapers, films, and literature.",701778,
bant1288-aes,bant1288,aes,1,aes-not_endangered,Bantoanon (bno-bno) = 5 (Developing).,701778,
kama1363-aes,kama1363,aes,1,aes-not_endangered,Kamayo (kyk-kyk) = 6a (Vigorous).,701778,
dava1245-aes,dava1245,aes,1,aes-not_endangered,Davawenyo (daw-daw) = 6a* (Vigorous).,701778,
cama1250-aes,cama1250,aes,2,aes-threatened,"Camarines Norte Agta (2829-abd) = Vulnerable (100 percent certain, based on the evidence available) (Manide youth exhibit virtually no language attrition compared with older speakers, something that is exceedingly rare in minority - and even majority - ethnolinguistic groups in the Philippines today.) [Lobel 2010](cldf:lobel:10)",569683,
alab1246-aes,alab1246,aes,5,aes-nearly_extinct,"Inagta Alabat (2828-dul) = Critically Endangered (80 percent certain, based on the evidence available) [Lobel et al. 2020](cldf:lobel:alpay:etal:20)",569683,
kaga1256-aes,kaga1256,aes,1,aes-not_endangered,Kagayanen (cgc-cgc) = 4 (Educational).,701778,
cala1258-aes,cala1258,aes,1,aes-not_endangered,"Tagbanwa, Calamian (tbk-tbk) = 5 (Developing).",701778,
agut1237-aes,agut1237,aes,1,aes-not_endangered,Agutaynen (agn-agn) = 5 (Developing).,701778,
buhi1245-aes,buhi1245,aes,1,aes-not_endangered,Buhid (bku-bku) = 5* (Developing).,701778,
phil1247-aes,phil1247,aes,1,aes-not_endangered,Iranun (ilp-ilp) = 6a* (Vigorous).,701778,
saba1284-aes,saba1284,aes,2,aes-threatened,Iranun (ilm-ilm) = 6b (Threatened).,701778,
pono1240-aes,pono1240,aes,6,aes-extinct,Ponosakan (pns-pns) = 9 (Dormant).,701778,
mong1342-aes,mong1342,aes,2,aes-threatened,Mongondow (mog-mog) = 6b (Threatened).,701778,
lola1250-aes,lola1250,aes,4,aes-moribund,"Lolak (2703-llq) = Severely Endangered (40 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
bint1245-aes,bint1245,aes,3,aes-shifting,Bintauna (bne-bne) = 7 (Shifting).,701778,
goro1259-aes,goro1259,aes,2,aes-threatened,Gorontalo (gor-gor) = 6b (Threatened).,701778,
buol1237-aes,buol1237,aes,1,aes-not_endangered,Buol (blf-blf) = 6a (Vigorous).,701778,
suwa1241-aes,suwa1241,aes,3,aes-shifting,Suwawa (swu-swu) = 7 (Shifting).,701778,
kaid1239-aes,kaid1239,aes,3,aes-shifting,Kaidipang (kzp-kzp) = 7 (Shifting).,701778,
bola1252-aes,bola1252,aes,2,aes-threatened,Bolango (bld-bld) = 6b (Threatened).,701778,
magi1241-aes,magi1241,aes,2,aes-threatened,"Ayta, Mag-Indi (blx-blx) = 6b (Threatened).",701778,
maga1263-aes,maga1263,aes,1,aes-not_endangered,"Ayta, Mag-antsi (sgb-sgb) = 5* (Developing).",701778,
boto1242-aes,boto1242,aes,1,aes-not_endangered,"Sambal, Botolan (sbl-sbl) = 5 (Developing).",701778,
aben1249-aes,aben1249,aes,3,aes-shifting,"Abellen Ayta (9669-abp) = Threatened (20 percent certain, based on the evidence available) [Stone 2008](cldf:stone:08)",569683,
tina1248-aes,tina1248,aes,3,aes-shifting,Sambal (xsb-xsb) = 7 (Shifting). De facto language of provincial identity in Zambales province.,701778,
boli1256-aes,boli1256,aes,2,aes-threatened,Bolinao (smk-smk) = 6b (Threatened).,701778,
bata1292-aes,bata1292,aes,1,aes-not_endangered,Batak Alas-Kluet (btz-btz) = 6a* (Vigorous).,701778,
bata1294-aes,bata1294,aes,2,aes-threatened,Batak Dairi (btd-btd) = 6b (Threatened).,701778,
bata1293-aes,bata1293,aes,2,aes-threatened,Batak Karo (btx-btx) = 6b (Threatened).,701778,
bata1288-aes,bata1288,aes,1,aes-not_endangered,Batak Simalungun (bts-bts) = 5* (Developing).,701778,
sela1260-aes,sela1260,aes,1,aes-not_endangered,Selayar (sly-sly) = 5 (Developing).,701778,
mand1442-aes,mand1442,aes,2,aes-threatened,Mandar (mdr-mdr) = 6b (Threatened).,701778,
mamu1255-aes,mamu1255,aes,2,aes-threatened,Mamuju (mqx-mqx) = 6b (Threatened).,701778,
lemo1243-aes,lemo1243,aes,3,aes-shifting,"Lemolang (2284-ley) = Threatened (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
seko1242-aes,seko1242,aes,2,aes-threatened,Seko Tengah (sko-sko) = 6b* (Threatened).,701778,
seko1243-aes,seko1243,aes,1,aes-not_endangered,Seko Padang (skx-skx) = 5 (Developing).,701778,
koro1310-aes,koro1310,aes,1,aes-not_endangered,"Blaan, Koronadal (bpr-bpr) = 5 (Developing).",701778,
sara1326-aes,sara1326,aes,1,aes-not_endangered,"Blaan, Sarangani (bps-bps) = 5 (Developing).",701778,
kola1285-aes,kola1285,aes,1,aes-not_endangered,Kola (kvv-kvv) = 6a (Vigorous).,701778,
komp1237-aes,komp1237,aes,1,aes-not_endangered,Kompane (kvp-kvp) = 6a (Vigorous).,701778,
dobe1238-aes,dobe1238,aes,1,aes-not_endangered,Dobel (kvo-kvo) = 5 (Developing).,701778,
koba1240-aes,koba1240,aes,2,aes-threatened,Koba (kpd-kpd) = 6b (Threatened).,701778,
bant1286-aes,bant1286,aes,4,aes-moribund,Bantik (bnq-bnq) = 8a (Moribund).,701778,
rata1244-aes,rata1244,aes,3,aes-shifting,"Ratahan (1464-rth) = Endangered (20 percent certain, based on the evidence available) [Jukes 2005](cldf:jukes:05:1)",569683,
tala1285-aes,tala1285,aes,3,aes-shifting,Talaud (tld-tld) = 7 (Shifting).,701778,
tont1239-aes,tont1239,aes,3,aes-shifting,Tontemboan (tnt-tnt) = 7 (Shifting).,701778,
newc1244-aes,newc1244,aes,3,aes-shifting,"Javanese, New Caledonian (jas-jas) = 7 (Shifting).",701778,
java1254-aes,java1254,aes,1,aes-not_endangered,Javanese (jav-jav) = 4 (Educational). De facto language of provincial identity in central and eastern Java.,701778,
cari1276-aes,cari1276,aes,1,aes-not_endangered,"Javanese, Suriname (jvn-jvn) = 5 (Developing).",701778,
sema1269-aes,sema1269,aes,1,aes-not_endangered,Semandang (sdm-sdm) = 6a* (Vigorous).,570886,
jang1257-aes,jang1257,aes,1,aes-not_endangered,Jangkang (djo-djo) = 6a* (Vigorous).,701778,
sang1339-aes,sang1339,aes,2,aes-threatened,Sanggau (scg-scg) = 6b (Threatened).,701778,
ribu1241-aes,ribu1241,aes,1,aes-not_endangered,Ribun (rir-rir) = 6a* (Vigorous).,701778,
kemb1249-aes,kemb1249,aes,2,aes-threatened,Mateq (xem-xem) = 6b* (Threatened).,701778,
buka1257-aes,buka1257,aes,2,aes-threatened,Bidayuh Serian (sdo-sdo) = 6b (Threatened).,701778,
trin1271-aes,trin1271,aes,1,aes-not_endangered,"Bidayuh, Tringgus-Sembaan (trx-trx) = 6a (Vigorous).",701778,
beka1241-aes,beka1241,aes,2,aes-threatened,Bakati’ (bei-bei) = 6b* (Threatened).,701778,
lise1239-aes,lise1239,aes,2,aes-threatened,"Lisela (2288-lcl) = Vulnerable (20 percent certain, based on the evidence available) [Lewis 2009](cldf:lewis:ed:09)",569683,
buru1303-aes,buru1303,aes,1,aes-not_endangered,Buru (mhs-mhs) = 6a (Vigorous).,701778,
huku1237-aes,huku1237,aes,6,aes-extinct,Hukumina (huw-huw) = 10 (Extinct).,701778,
sula1245-aes,sula1245,aes,1,aes-not_endangered,Sula (szn-szn) = 6a* (Vigorous).,570887,
mang1408-aes,mang1408,aes,2,aes-threatened,Mangole (mqc-mqc) = 6b (Threatened).,701778,
moda1244-aes,moda1244,aes,2,aes-threatened,Modang (mxd-mxd) = 6b* (Threatened).,701778,
sega1243-aes,sega1243,aes,2,aes-threatened,Segai (sge-sge) = 6b* (Threatened).,701778,
muri1259-aes,muri1259,aes,3,aes-shifting,Murik (mxr-mxr) = 7 (Shifting).,701778,
trin1273-aes,trin1273,aes,2,aes-threatened,Tring (tgq-tgq) = 6b (Threatened).,701778,
kela1258-aes,kela1258,aes,2,aes-threatened,Kelabit (kzi-kzi) = 6b (Threatened).,701778,
saba1265-aes,saba1265,aes,2,aes-threatened,Sa’ban (snv-snv) = 6b (Threatened).,701778,
lund1271-aes,lund1271,aes,1,aes-not_endangered,Lundayeh (lnd-lnd) = 5* (Developing).,701778,
leng1260-aes,leng1260,aes,5,aes-nearly_extinct,Lengilu (lgi-lgi) = 8b (Nearly extinct).,701778,
idaa1241-aes,idaa1241,aes,2,aes-threatened,Ida’an (dbj-dbj) = 6b (Threatened).,701778,
bong1289-aes,bong1289,aes,2,aes-threatened,Bonggi (bdg-bdg) = 6b (Threatened).,701778,
haro1237-aes,haro1237,aes,3,aes-shifting,Haroi (hro-hro) = 7 (Shifting). Language of recognized ethnic group: Cham.,701778,
keni1248-aes,keni1248,aes,1,aes-not_endangered,Keninjal (knl-knl) = 6a* (Vigorous).,701778,
ment1251-aes,ment1251,aes,2,aes-threatened,Menterap (NOCODE_Menterap-NOCODE_Menterap) = 6b (Threatened).,548110,
kend1254-aes,kend1254,aes,1,aes-not_endangered,"Kendayan (knx-knx) = 3 (Wider communication). Became dominant in the 19th century under Dutch colonial era. Used in trade, agriculture, fishing, hunting, and church.",701778,
begi1237-aes,begi1237,aes,1,aes-not_endangered,Beginci (ebc-ebc) = 6a (Vigorous).,701778,
gera1241-aes,gera1241,aes,1,aes-not_endangered,Gerai (gef-gef) = 5 (Developing).,701778,
baku1263-aes,baku1263,aes,1,aes-not_endangered,"Bakumpai (bkr-bkr) = 3 (Wider communication). Spoken by Dayak Ngaju people, dominant group in Central Kalimantan. LWC in the 17th century under Dutch colonial rule. Used in daily communication.",701778,
ngaj1237-aes,ngaj1237,aes,1,aes-not_endangered,"Ngaju (nij-nij) = 3 (Wider communication). Widely used in the 19th century in Central Kalimantan. Used in trade, church, and education.",701778,
dusu1267-aes,dusu1267,aes,2,aes-threatened,Dusun Witu (duw-duw) = 6b* (Threatened).,701778,
ampa1239-aes,ampa1239,aes,6,aes-extinct,Ampanang (apg-apg) = 10 (Extinct).,701778,
tunj1244-aes,tunj1244,aes,2,aes-threatened,Tunjung (tjg-tjg) = 6b (Threatened).,701778,
sian1254-aes,sian1254,aes,1,aes-not_endangered,Siang (sya-sya) = 6a* (Vigorous).,701778,
kohi1250-aes,kohi1250,aes,2,aes-threatened,Kohin (kkx-kkx) = 6b* (Threatened).,701778,
otda1235-aes,otda1235,aes,1,aes-not_endangered,Ot Danum (otd-otd) = 6a* (Vigorous).,701778,
tawo1243-aes,tawo1243,aes,2,aes-threatened,Tawoyan (twy-twy) = 6b* (Threatened).,701778,
lawa1257-aes,lawa1257,aes,1,aes-not_endangered,Lawangan (lbx-lbx) = 6a* (Vigorous).,701778,
yaka1277-aes,yaka1277,aes,1,aes-not_endangered,Yakan (yka-yka) = 4 (Educational). De facto language of provincial identity in Basilan province.,701778,
inab1237-aes,inab1237,aes,1,aes-not_endangered,Inabaknon (abx-abx) = 4 (Educational).,701778,
yala1266-aes,yala1266,aes,2,aes-threatened,Yalahatan (jal-jal) = 6b (Threatened).,701778,
sout2895-aes,sout2895,aes,2,aes-threatened,"Nuaulu, South (nxl-nxl) = 6b* (Threatened).",701778,
nort2867-aes,nort2867,aes,6,aes-extinct,"Nuaulu, North (nni-nni) = 9 (Dormant).",701778,
huau1237-aes,huau1237,aes,2,aes-threatened,Huaulu (hud-hud) = 6b (Threatened).,701778,
manu1258-aes,manu1258,aes,2,aes-threatened,Sou Upaa (wha-wha) = 6b (Threatened).,701778,
asil1242-aes,asil1242,aes,2,aes-threatened,Asilulu (asl-asl) = 6b (Threatened).,701778,
casi1235-aes,casi1235,aes,3,aes-shifting,"Casiguran Dumagat Agta (9689-dgc) = Threatened (100 percent certain, based on the evidence available) (While children usually speak Agta, Increases in the number of community members marrying outside the community has decreased inter-generational transmission. With such low speaker numbers a 40%% intermarriage rate, where children of Agta speakers don't speak Agta, is considered significant by Headland.) [Headland 2003](cldf:headland:03)",569683,
iban1267-aes,iban1267,aes,2,aes-threatened,Ibanag (ibg-ibg) = 6b (Threatened). De facto language of provincial identity in Cagayan and Isabela provinces.,701778,
adas1235-aes,adas1235,aes,3,aes-shifting,"Adasen Itneg (2827-tiu) = Threatened (40 percent certain, based on the evidence available) [Wurm 2007](cldf:wurm:07:1)",569683,
mala1534-aes,mala1534,aes,2,aes-threatened,Malaweg (NOCODE_Malaweg-NOCODE_Malaweg) = 6b (Threatened).,,
dhao1237-aes,dhao1237,aes,3,aes-shifting,"Dhao (8329-nfa) = Threatened (20 percent certain, based on the evidence available) [Arka 2012](cldf:arka:12:1)",569683,
sabu1255-aes,sabu1255,aes,1,aes-not_endangered,"Hawu (9170-hvn) = At risk (20 percent certain, based on the evidence available) (Hawu is primarily used only in the home and in contexts of traditional culture. It is not used for business, education, or travel.

Hawu has complex phonetics, with implosives, phonetically long and short vowels, and lengthened consonants. All this makes the language hard to acquire for many children.

Intergenerational transmission of specialized traditional knowledge and vocabulary is breaking down.) [Kaufman 2012](cldf:kaufman:12)",569683,
keda1252-aes,keda1252,aes,1,aes-not_endangered,Kedang (ksx-ksx) = 6a (Vigorous).,701778,
sika1262-aes,sika1262,aes,1,aes-not_endangered,Sika (ski-ski) = 6a* (Vigorous).,701778,
